Name,DateTime,Debate_Time
SPEAKER,20211117 14:00:40,2021-11-17 14:00:40
CHAIRPERSON,20211117 17:00:48,2021-11-17 17:00:48
CHAIRPERSON,20211117 17:02:02,2021-11-17 17:00:48
ANGIE WARREN-CLARK,20211117 17:02:13,2021-11-17 17:00:48
CHRIS HIPKINS,20211116 14:53:31,2021-11-16 14:53:31
CHRIS HIPKINS,20211116 14:53:57,2021-11-16 14:53:57
CHRIS HIPKINS,20211116 14:55:58,2021-11-16 14:55:58
SPEAKER,20211116 15:02:43,2021-11-16 14:55:58
MARAMA DAVIDSON,20211116 21:50:18,2021-11-16 21:50:18
ASSISTANT SPEAKER,20211116 21:50:32,2021-11-16 21:50:18
MARAMA DAVIDSON,20211116 21:50:40,2021-11-16 21:50:18
ASSISTANT SPEAKER,20211116 21:51:04,2021-11-16 21:50:18
CLERK,20211116 21:51:10,2021-11-16 21:50:18
MARAMA DAVIDSON,20211116 21:51:14,2021-11-16 21:50:18
ASSISTANT SPEAKER,20211116 21:51:27,2021-11-16 21:50:18
SPEAKER,20211110 21:36:28,2021-11-10 21:36:28
JACINDA ARDERN,20211109 14:04:09,2021-11-09 14:04:09
SPEAKER,20211109 14:07:34,2021-11-09 14:04:09
SPEAKER,20211109 15:11:07,2021-11-09 15:11:07
SPEAKER,20211109 15:11:57,2021-11-09 15:11:57
CHRIS BISHOP,20211028 12:40:28,2021-10-28 12:40:28
ASSISTANT SPEAKER,20211028 12:40:59,2021-10-28 12:40:28
CHRIS BISHOP,20211028 12:41:06,2021-10-28 12:40:28
ASSISTANT SPEAKER,20211028 12:41:31,2021-10-28 12:40:28
ASSISTANT SPEAKER,20211028 12:48:37,2021-10-28 12:48:37
SPEAKER,20211027 14:56:23,2021-10-27 14:56:23
DAVID SEYMOUR,20211021 14:55:16,2021-10-21 14:55:16
SPEAKER,20211021 14:55:37,2021-10-21 14:55:16
RAWIRI WAITITI,20211021 14:56:18,2021-10-21 14:56:18
SPEAKER,20211021 14:57:10,2021-10-21 14:56:18
SPEAKER,20211020 14:00:47,2021-10-20 14:00:47
CHRIS HIPKINS,20211020 14:02:47,2021-10-20 14:00:47
SPEAKER,20211020 14:03:35,2021-10-20 14:00:47
CHRIS HIPKINS,20211020 14:04:21,2021-10-20 14:00:47
SPEAKER,20211020 14:04:40,2021-10-20 14:00:47
Dr ELIZABETH KEREKERE,20211020 14:04:59,2021-10-20 14:04:59
SPEAKER,20211019 14:00:53,2021-10-19 14:00:53
na,na,2021-10-19 14:00:53
CHRIS HIPKINS,20211019 15:03:18,2021-10-19 15:03:18
MEKA WHAITIRI,20210929 14:00:41,2021-09-29 14:00:41
SPEAKER,20210929 14:00:55,2021-09-29 14:00:41
CHRIS HIPKINS,20210928 14:56:56,2021-09-28 14:56:56
SPEAKER,20210928 15:03:22,2021-09-28 14:56:56
SPEAKER,20210922 14:01:16,2021-09-22 14:01:16
SPEAKER,20210921 17:36:51,2021-09-21 17:36:51
JACINDA ARDERN,20210909 14:00:37,2021-09-09 14:00:37
SPEAKER,20210909 14:04:58,2021-09-09 14:00:37
SPEAKER,20210909 14:15:08,2021-09-09 14:15:08
SPEAKER,20210908 14:35:12,2021-09-08 14:35:12
CHAIRPERSON,20210908 15:39:16,2021-09-08 15:39:16
ANDREW LITTLE,20210907 14:00:42,2021-09-07 14:00:42
SPEAKER,20210907 15:21:03,2021-09-07 15:21:03
CHAIRPERSON,220210907 16:41:28,2021-09-07 16:41:28
MICHAEL WOODHOUSE,20210902 14:02:12,2021-09-02 14:02:12
SPEAKER,20210902 14:03:07,2021-09-02 14:02:12
CHRIS HIPKINS,20210901 15:3557,2021-09-01 15:35:07
CHRIS HIPKINS,20210831 14:00:37,2021-08-31 14:00:37
DAVID SEYMOUR,20210831 14:21:38,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:23:49,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:24:09,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:24:30,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:24:38,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:24:52,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:25:16,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:25:23,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:25:41,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:26:23,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:27:06,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:27:25,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:27:42,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:27:50,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:27:58,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:28:05,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:28:25,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:29:02,2021-08-31 14:21:38
DAVID SEYMOUR,20210831 14:30:02,2021-08-31 14:21:38
CHRIS HIPKINS,20210831 14:30:42,2021-08-31 14:21:38
SPEAKER,20210831 14:31:16,2021-08-31 14:21:38
PEENI HENARE,20210831 14:31:29,2021-08-31 14:31:29
SPEAKER,20210831 15:01:45,2021-08-31 15:01:45
SPEAKER,20210831 15:50:21,2021-08-31 15:50:21
SPEAKER,20210811 14:52:37,2021-08-11 14:52:37
CHAIRPERSON,20210811 17:13:12,2021-08-11 17:13:12
JACINDA ARDERN,20210810 14:00:50,2021-08-10 14:00:50
SPEAKER,na,2021-08-10 14:00:50
SPEAKER,20210810 14:06:44,2021-08-10 14:00:50
Dr MEGAN WOODS,20210810 14:21:38,2021-08-10 14:21:38
SPEAKER,20210810 14:50:00,2021-08-10 14:50:00
AUPITO WILLIAM SIO,20210810 15:51:55,2021-08-10 15:51:55
SPEAKER,20210810 16:48:34,2021-08-10 16:48:34
SPEAKER,20210810 16:49:16,2021-08-10 16:49:16
CHRIS HIPKINS,20210810 16:50:10,2021-08-10 16:50:10
CHRIS HIPKINS,20210803 14:01:09,2021-08-03 14:01:09
SPEAKER,20210803 15:32:02,2021-08-03 15:32:02
CHAIRPERSON,20210803 15:33:26,2021-08-03 15:33:26
ASSISTANT SPEAKER,20210708 15:25:24,2021-07-08 15:25:24
CHRIS HIPKINS,20210701 14:59:41,2021-07-01 14:59:41
GOLRIZ GHAHRAMAN,20210630 19:00:28,2021-06-30 19:00:28
ERICA STANFORD,20210630 19:01:23,2021-06-30 19:00:28
CHRIS HIPKINS,18991230 14:00:59,1899-12-30 14:00:59
na,20210629 15:17:04,2021-06-29 15:17:04
SPEAKER,na,2021-06-29 15:17:04
DAVID PARKER,20210629 19:17:34,2021-06-29 19:17:34
SPEAKER,20210629 19:17:49,2021-06-29 19:17:34
DAVID PARKER,20210629 20:09:54,2021-06-29 20:09:54
ASSISTANT SPEAKER,20210629 20:16:40,2021-06-29 20:09:54
GRANT ROBERTSON,20210624 14:00:54,2021-06-24 14:00:54
MARJA LUBECK,20210624 15:05:25,2021-06-24 15:05:25
CHRIS HIPKINS,20210623 14:00:38,2021-06-23 14:00:38
SPEAKER,20210623 15:28:17,2021-06-23 15:28:17
SPEAKER,20210622 14:03:07,2021-06-22 14:03:07
SPEAKER,20210622 15:05:47,2021-06-22 15:05:47
JAMES SHAW,20210609 14:02:00,2021-06-09 14:02:00
SPEAKER,20210608 14:00:54,2021-06-08 14:00:54
CHLÖE SWARBRICK,20210608 15:07:12,2021-06-08 15:07:12
DEPUTY SPEAKER,20210608 15:07:27,2021-06-08 15:07:12
SPEAKER,20210603 14:01:37,2021-06-03 14:01:37
GRANT ROBERTSON,20210601 14:01:37,2021-06-01 14:01:37
SPEAKER,20210601 14:53:56,2021-06-01 14:53:56
GRANT ROBERTSON,20210520 14:04:28,2021-05-20 14:04:28
GOLRIZ GHAHRAMAN,20210519 14:02:07,2021-05-19 14:02:07
SPEAKER,20210519 14:02:18,2021-05-19 14:02:07
SPEAKER,20210519 14:50:28,2021-05-19 14:50:28
SPEAKER,20210513 14:48:35,2021-05-13 14:48:35
MARAMA DAVIDSON,20210512 14:53:51,2021-05-12 14:53:51
SPEAKER,20210512 14:54:52,2021-05-12 14:53:51
MICHAEL WOODHOUSE,20210512 14:54:53,2021-05-12 14:53:51
DAVID SEYMOUR,20210512 14:56:17,2021-05-12 14:53:51
CHRIS HIPKINS,20210512 14:57:10,2021-05-12 14:53:51
CHRIS BISHOP,20210512 14:57:53,2021-05-12 14:53:51
MARAMA DAVIDSON,20210512 14:58:30,2021-05-12 14:53:51
SPEAKER,20210512 14:59:08,2021-05-12 14:53:51
CHRIS HIPKINS,20210512 14:59:18,2021-05-12 14:53:51
JAMES SHAW,20210512 14:59:56,2021-05-12 14:53:51
SPEAKER,20210512 15:01:30,2021-05-12 14:53:51
GERRY BROWNLEE,20210512 15:01:40,2021-05-12 14:53:51
NICOLE McKEE,20210512 15:02:17,2021-05-12 14:53:51
SPEAKER,20210512 15:03:34,2021-05-12 14:53:51
CHRIS BISHOP,20210512 15:03:38,2021-05-12 14:53:51
SPEAKER,20210512 15:04:37,2021-05-12 14:53:51
AUPITO WILLIAM SIO,20210512 15:04:36,2021-05-12 14:53:51
MICHAEL WOODHOUSE,20210512 15:08:29,2021-05-12 14:53:51
SPEAKER,20210511 14:01:19,2021-05-11 14:01:19
ANDREW LITTLE,20210511 14:03:11,2021-05-11 14:03:11
SPEAKER,20210511 14:03:11,2021-05-11 14:03:11
CHAIRPERSON,20210511 15:03:23,2021-05-11 15:03:23
BROOKE VAN VELDEN,20210505 14:02:11,2021-05-05 14:02:11
SPEAKER,20210505 14:02:51,2021-05-05 14:02:11
SPEAKER,20210505 14:03:29,2021-05-05 14:03:29
CHRIS BISHOP,20210505 15:02:38,2021-05-05 15:02:38
SPEAKER,20210504 14:54:42,2021-05-04 14:54:42
CHAIRPERSON,20210504 16:00:52,2021-05-04 16:00:52
JAMES SHAW,20210415 14:02:13,2021-04-15 14:02:13
SPEAKER,20210415 14:02:36,2021-04-15 14:02:13
na,na,2021-04-15 14:02:13
CHRIS HIPKINS,20210415 15:23:32,2021-04-15 15:23:32
SPEAKER,20210414 15:02:45,2021-04-14 15:02:45
SPEAKER,20210414 15:04:09,2021-04-14 15:04:09
CHRIS HIPKINS,20210414 15:04:40,2021-04-14 15:04:40
DAVID SEYMOUR,20210414 15:06:30,2021-04-14 15:06:30
JACINDA ARDERN,20210413 14:01:16,2021-04-13 14:01:16
SPEAKER,20210413 14:06:27,2021-04-13 14:01:16
SPEAKER,20210407 14:59:34,2021-04-07 14:59:34
Dr MEGAN WOODS,20210406 14:09:01,2021-04-06 14:09:01
SPEAKER,20210406 14:56:40,2021-04-06 14:56:40
SPEAKER,20210325 14:49:01,2021-03-25 14:49:01
MEKA WHAITIRI,20210324 14:01:00,2021-03-24 14:01:00
SPEAKER,20210324 14:01:55,2021-03-24 14:01:55
SPEAKER,20210323 14:49:02,2021-03-23 14:49:02
GRANT ROBERTSON,20210318 14:01:19,2021-03-18 14:01:19
SPEAKER,20210318 14:04:47,2021-03-18 14:01:19
CHRIS BISHOP,20210318 15:05:13,2021-03-18 15:05:13
SPEAKER,20210318 15:05:27,2021-03-18 15:05:13
SPEAKER,20210317 14:01:14,2021-03-17 14:01:14
CHRIS HIPKINS,20210317 14:01:53,2021-03-17 14:01:14
IBRAHIM OMER,20210316 14:01:18,2021-03-16 14:01:18
ASSISTANT SPEAKER,20210311 16:36:52,2021-03-11 16:36:52
MICHAEL WOODHOUSE,20210310 14:56:30,2021-03-10 14:56:30
SPEAKER,20210310 14:56:42,2021-03-10 14:56:30
SPEAKER,20210309 14:01:37,2021-03-09 14:01:37
CHRIS HIPKINS,20210309 14:02:27,2021-03-09 14:02:27
DEBBIE NGAREWA-PACKER,20210309 14:32:44,2021-03-09 14:32:44
CHRIS HIPKINS,20210309 14:35:02,2021-03-09 14:32:44
SPEAKER,20210309 15:26:08,2021-03-09 15:26:08
SPEAKER,20210309 15:26:42,2021-03-09 15:26:42
SPEAKER,20210309 15:27:50,2021-03-09 15:27:50
CHRIS HIPKINS,20210309 15:28:35,2021-03-09 15:28:35
DEPUTY SPEAKER,20210309 15:35:22,2021-03-09 15:28:35
SPEAKER,20210225 14:01:18,2021-02-25 14:01:18
na,na,2021-02-25 14:01:18
POTO WILLIAMS,20210225 14:04:45,2021-02-25 14:04:45
JENNY SALESA,20210225 15:02:57,2021-02-25 15:02:57
SPEAKER,20210224 14:00:24,2021-02-24 14:00:24
CHRIS BISHOP,20210224 14:57:10,2021-02-24 14:57:10
SPEAKER,20210224 14:57:13,2021-02-24 14:57:10
JACINDA ARDERN,20210223 14:00:58,2021-02-23 14:00:58
SPEAKER,20210223 14:05:05,2021-02-23 14:00:58
CHRIS HIPKINS (Leader of the House) on behalf of the Prime Minister,20210218 14:59:10,2021-02-18 14:59:10
SPEAKER,20210216 14:52:30,2021-02-16 14:52:30
SPEAKER,20210209 14:08:51,2021-02-09 14:08:51
RAWIRI WAITITI,20210209 14:09:40,2021-02-09 14:08:51
SPEAKER,20210209 14:10:14,2021-02-09 14:08:51
CHRIS BISHOP,20210209 14:55:34,2021-02-09 14:55:34
CHRIS HIPKINS,20210209 14:55:39,2021-02-09 14:55:34
SPEAKER,20210209 14:56:10,2021-02-09 14:55:34
ASSISTANT SPEAKER,20210209 21:43:05,2021-02-09 21:43:05
NANAIA MAHUTA,20201209 14:00:04,2020-12-09 14:00:04
SPEAKER,20201209 14:02:43,2020-12-09 14:00:04
CHRIS BISHOP,20201209 14:12:45,2020-12-09 14:12:45
SPEAKER,20201209 14:13:04,2020-12-09 14:12:45
DAVID SEYMOUR,20201209 14:13:53,2020-12-09 14:12:45
SPEAKER,20201209 14:14:34,2020-12-09 14:12:45
SIMON BRIDGES,20201209 14:15:04,2020-12-09 14:12:45
SPEAKER,20201209 14:15:25,2020-12-09 14:12:45
SPEAKER,20201209 14:15:38,2020-12-09 14:12:45
GERRY BROWNLEE,20201209 14:15:47,2020-12-09 14:12:45
GRANT ROBERTSON (Deputy Prime Minister) on behalf of the Leader of the House,20201209 14:54:24,2020-12-09 14:54:24
CHRIS HIPKINS,20201208 19:15:36,2020-12-08 19:15:36
ASSISTANT SPEAKER,20201208 19:20:11,2020-12-08 19:15:36
CHRIS HIPKINS,20201208 19:37:42,2020-12-08 19:37:42
CHRIS HIPKINS,20201208 19:39:03,2020-12-08 19:39:03
CHRIS HIPKINS,20201208 19:39:03,2020-12-08 19:39:03
ASSISTANT SPEAKER,20201208 19:40:33,2020-12-08 19:39:03
JACINDA ARDERN,20201202 14:51:00,2020-12-02 14:51:00
SPEAKER,20201202 15:01:31,2020-12-02 14:51:00
CHRIS HIPKINS,20201126 11:35:58,2020-11-26 11:35:58
CHRIS BISHOP,20201126 11:36:54,2020-11-26 11:35:58
SPEAKER,20201126 11:59:24,2020-11-26 11:59:24
CHRIS HIPKINS,20201126 11:59:34,2020-11-26 11:59:24
SPEAKER,20201126 12:00:50,2020-11-26 11:59:24
SPEAKER,20201126 16:27:24,2020-11-26 16:27:24
